Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore,AverageScore
female,group C,some college,standard,completed,married,regularly,yes,1,school_bus,5 - 10,59,73,71,67.66666666666667
female,group C,associate's degree,free/reduced,none,married,regularly,yes,2,private,< 5,38,53,42,44.333333333333336
male,group C,some high school,free/reduced,none,single,never,yes,2,school_bus,5 - 10,64,58,51,57.666666666666664
male,group C,some high school,standard,none,divorced,sometimes,no,5,private,< 5,61,61,52,58.0
male,group C,some high school,standard,none,single,regularly,yes,3,private,> 10,92,83,81,85.33333333333333
male,group D,high school,standard,completed,married,sometimes,yes,3,school_bus,5 - 10,59,64,63,62.0
female,group B,bachelor's degree,free/reduced,none,married,sometimes,yes,1,school_bus,> 10,38,46,46,43.333333333333336
female,group A,high school,standard,completed,divorced,never,yes,3,private,> 10,62,70,72,68.0
female,group C,some high school,standard,none,married,regularly,no,3,private,> 10,80,84,85,83.0
female,group A,master's degree,standard,completed,single,sometimes,yes,3,school_bus,5 - 10,51,69,71,63.666666666666664
female,group C,some high school,free/reduced,completed,married,sometimes,yes,3,school_bus,> 10,76,79,87,80.66666666666667
female,group D,high school,standard,completed,single,sometimes,yes,2,school_bus,5 - 10,78,96,96,90.0
female,group E,associate's degree,standard,none,married,never,no,2,school_bus,5 - 10,87,86,88,87.0
female,group C,bachelor's degree,standard,completed,married,never,no,1,school_bus,< 5,58,65,65,62.666666666666664
male,group D,some high school,free/reduced,completed,married,sometimes,yes,0,private,5 - 10,50,51,47,49.333333333333336
female,group D,some college,free/reduced,completed,married,regularly,no,1,private,5 - 10,49,57,60,55.333333333333336
female,group E,some high school,free/reduced,completed,married,sometimes,no,3,school_bus,5 - 10,58,60,67,61.666666666666664
male,group C,high school,free/reduced,none,married,sometimes,yes,2,private,> 10,60,62,48,56.666666666666664
female,group B,some college,free/reduced,none,divorced,sometimes,yes,0,private,5 - 10,44,52,54,50.0
male,group C,bachelor's degree,free/reduced,none,single,never,yes,0,school_bus,5 - 10,75,74,67,72.0
male,group E,associate's degree,standard,none,divorced,never,yes,3,school_bus,< 5,94,91,79,88.0
male,group C,bachelor's degree,standard,completed,married,regularly,no,2,school_bus,< 5,67,66,70,67.66666666666667
male,group B,some college,standard,none,single,never,yes,4,school_bus,5 - 10,86,79,73,79.33333333333333
female,group C,some college,free/reduced,completed,married,sometimes,no,2,school_bus,< 5,45,54,60,53.0
male,group C,bachelor's degree,free/reduced,none,married,regularly,yes,0,school_bus,5 - 10,56,51,49,52.0
male,group C,high school,standard,none,married,regularly,no,1,school_bus,< 5,47,41,37,41.666666666666664
male,group C,some college,free/reduced,none,divorced,regularly,yes,3,school_bus,5 - 10,69,69,57,65.0
male,group B,high school,standard,none,married,sometimes,yes,2,private,5 - 10,64,57,51,57.333333333333336
female,group E,some high school,free/reduced,none,married,sometimes,yes,2,private,5 - 10,53,62,56,57.0
male,group C,some college,standard,completed,widowed,regularly,no,3,school_bus,5 - 10,62,55,53,56.666666666666664
female,group E,some high school,free/reduced,none,married,sometimes,yes,1,private,< 5,77,94,86,85.66666666666667
female,group D,associate's degree,free/reduced,completed,married,regularly,yes,3,school_bus,< 5,75,87,92,84.66666666666667
female,group D,associate's degree,standard,completed,divorced,regularly,no,2,school_bus,< 5,85,86,92,87.66666666666667
male,group C,associate's degree,standard,none,married,sometimes,yes,3,private,5 - 10,58,59,60,59.0
male,group C,some college,standard,none,married,sometimes,no,1,school_bus,> 10,61,66,62,63.0
female,group C,master's degree,standard,none,married,sometimes,yes,3,school_bus,5 - 10,65,72,73,70.0
male,group A,some college,standard,none,married,sometimes,yes,1,school_bus,< 5,64,61,52,59.0
male,group D,some college,standard,completed,single,regularly,yes,2,school_bus,5 - 10,78,79,80,79.0
male,group D,high school,standard,none,married,sometimes,yes,2,school_bus,> 10,61,45,42,49.333333333333336
male,group A,some college,standard,completed,married,sometimes,no,7,school_bus,5 - 10,64,71,72,69.0
male,group B,some high school,standard,none,divorced,sometimes,yes,1,private,5 - 10,75,67,65,69.0
female,group B,associate's degree,standard,completed,married,sometimes,yes,0,private,5 - 10,81,93,97,90.33333333333333
male,group C,high school,free/reduced,none,married,sometimes,yes,0,private,5 - 10,27,34,23,28.0
male,group C,some high school,standard,completed,divorced,sometimes,yes,3,school_bus,< 5,50,55,52,52.333333333333336
female,group B,high school,standard,none,married,sometimes,yes,1,school_bus,5 - 10,70,74,81,75.0
female,group C,high school,standard,completed,married,regularly,yes,2,private,5 - 10,60,70,70,66.66666666666667
male,group E,some college,free/reduced,none,married,sometimes,yes,0,school_bus,5 - 10,47,50,41,46.0
female,group D,bachelor's degree,free/reduced,completed,divorced,sometimes,yes,3,school_bus,5 - 10,60,80,80,73.33333333333333
male,group E,bachelor's degree,standard,completed,single,regularly,no,1,private,5 - 10,83,74,76,77.66666666666667
male,group D,bachelor's degree,standard,none,married,regularly,no,1,school_bus,5 - 10,79,78,70,75.66666666666667
female,group D,bachelor's degree,free/reduced,none,single,sometimes,no,3,private,5 - 10,67,81,79,75.66666666666667
male,group C,associate's degree,standard,none,married,sometimes,yes,4,school_bus,< 5,76,72,75,74.33333333333333
male,group B,some college,standard,completed,married,sometimes,yes,2,private,> 10,78,81,80,79.66666666666667
male,group E,associate's degree,free/reduced,completed,married,regularly,yes,4,private,5 - 10,83,76,71,76.66666666666667
male,group D,associate's degree,standard,completed,married,never,yes,4,school_bus,> 10,69,73,65,69.0
female,group B,some college,free/reduced,none,married,sometimes,yes,5,school_bus,> 10,43,57,58,52.666666666666664
male,group B,some college,standard,completed,married,sometimes,yes,1,private,< 5,61,47,47,51.666666666666664
male,group D,some college,free/reduced,none,married,sometimes,no,3,school_bus,5 - 10,72,70,64,68.66666666666667
male,group C,some college,free/reduced,completed,married,regularly,yes,0,private,< 5,58,64,61,61.0
male,group B,associate's degree,standard,completed,married,sometimes,yes,0,private,< 5,59,53,48,53.333333333333336
female,group A,some college,standard,none,married,sometimes,no,3,school_bus,5 - 10,75,83,81,79.66666666666667
male,group B,some high school,standard,none,single,sometimes,yes,1,school_bus,< 5,75,60,56,63.666666666666664
female,group D,high school,standard,none,married,sometimes,no,3,school_bus,> 10,55,66,64,61.666666666666664
male,group C,some high school,free/reduced,none,single,regularly,yes,1,school_bus,5 - 10,54,48,48,50.0
female,group C,bachelor's degree,standard,none,single,sometimes,no,1,private,< 5,65,71,66,67.33333333333333
male,group B,high school,standard,none,single,sometimes,no,1,school_bus,5 - 10,49,54,53,52.0
female,group C,some college,standard,completed,single,sometimes,yes,1,private,5 - 10,74,77,79,76.66666666666667
male,group B,associate's degree,standard,none,single,never,yes,2,school_bus,< 5,77,70,68,71.66666666666667
female,group B,some college,standard,completed,married,sometimes,no,3,school_bus,< 5,64,71,76,70.33333333333333
female,group B,associate's degree,standard,completed,single,regularly,no,4,school_bus,> 10,89,89,92,90.0
female,group C,some college,standard,none,married,never,yes,2,school_bus,5 - 10,55,68,64,62.333333333333336
female,group C,high school,standard,none,single,regularly,yes,0,private,5 - 10,46,47,39,44.0
male,group C,associate's degree,standard,none,single,regularly,yes,3,private,5 - 10,61,58,55,58.0
female,group C,some college,free/reduced,completed,divorced,regularly,yes,1,school_bus,5 - 10,58,76,74,69.33333333333333
female,group B,some college,free/reduced,none,married,regularly,yes,1,school_bus,5 - 10,51,71,66,62.666666666666664
male,group B,master's degree,standard,completed,married,never,no,2,school_bus,< 5,84,88,86,86.0
female,group D,some college,standard,none,single,sometimes,no,2,school_bus,> 10,53,62,59,58.0
female,group A,some college,standard,none,married,sometimes,yes,2,private,5 - 10,63,68,60,63.666666666666664
male,group B,high school,standard,completed,married,sometimes,yes,4,private,< 5,63,59,64,62.0
female,group E,some college,free/reduced,completed,married,regularly,yes,1,school_bus,< 5,73,76,88,79.0
male,group A,associate's degree,free/reduced,completed,single,sometimes,yes,2,school_bus,5 - 10,48,54,61,54.333333333333336
female,group C,some high school,standard,none,married,regularly,no,3,school_bus,> 10,81,84,83,82.66666666666667
female,group D,some college,free/reduced,none,single,sometimes,yes,2,school_bus,5 - 10,51,59,57,55.666666666666664
female,group E,some high school,free/reduced,none,married,regularly,no,1,private,5 - 10,53,65,60,59.333333333333336
female,group C,associate's degree,free/reduced,none,married,sometimes,yes,1,school_bus,< 5,38,59,54,50.333333333333336
male,group E,some high school,standard,completed,married,never,yes,2,school_bus,> 10,48,44,48,46.666666666666664
male,group C,some college,standard,completed,married,regularly,no,4,private,< 5,89,96,100,95.0
female,group E,some college,free/reduced,completed,married,regularly,no,2,school_bus,5 - 10,58,58,60,58.666666666666664
female,group C,associate's degree,free/reduced,completed,married,sometimes,no,2,school_bus,5 - 10,84,94,97,91.66666666666667
male,group C,some college,free/reduced,none,married,sometimes,yes,0,school_bus,> 10,36,24,24,28.0
male,group D,high school,free/reduced,completed,divorced,sometimes,yes,3,private,< 5,69,73,71,71.0
male,group B,bachelor's degree,free/reduced,none,married,regularly,yes,1,private,5 - 10,83,84,77,81.33333333333333
female,group C,master's degree,standard,none,married,never,yes,1,school_bus,5 - 10,67,70,78,71.66666666666667
male,group C,some high school,standard,completed,married,sometimes,yes,3,private,5 - 10,63,54,53,56.666666666666664
female,group D,some college,standard,none,single,regularly,yes,0,school_bus,5 - 10,66,75,76,72.33333333333333
female,group C,some college,standard,completed,married,regularly,yes,4,private,5 - 10,74,85,90,83.0
male,group D,bachelor's degree,standard,completed,married,sometimes,yes,0,private,< 5,91,91,88,90.0
male,group A,bachelor's degree,standard,none,married,sometimes,no,1,private,5 - 10,82,86,72,80.0
female,group D,some college,free/reduced,completed,married,regularly,yes,2,private,5 - 10,52,59,66,59.0
female,group B,associate's degree,standard,completed,widowed,sometimes,yes,2,school_bus,< 5,68,73,73,71.33333333333333
female,group D,some college,standard,completed,single,regularly,no,2,school_bus,5 - 10,98,95,100,97.66666666666667
male,group C,some college,free/reduced,none,married,regularly,yes,2,school_bus,< 5,73,66,64,67.66666666666667
female,group B,some high school,standard,completed,divorced,regularly,no,3,private,5 - 10,73,85,79,79.0
male,group D,some college,free/reduced,none,single,regularly,no,2,school_bus,5 - 10,92,73,78,81.0
female,group C,some college,free/reduced,none,single,never,yes,2,private,< 5,57,74,72,67.66666666666667
male,group E,high school,free/reduced,completed,married,regularly,no,1,private,5 - 10,64,55,60,59.666666666666664
male,group D,high school,standard,none,single,sometimes,no,2,school_bus,5 - 10,64,56,53,57.666666666666664
female,group D,some college,standard,none,single,regularly,yes,2,school_bus,5 - 10,59,63,72,64.66666666666667
male,group D,master's degree,standard,none,divorced,regularly,yes,3,school_bus,5 - 10,86,81,79,82.0
male,group C,associate's degree,free/reduced,completed,single,never,no,4,school_bus,5 - 10,60,64,56,60.0
male,group A,some college,free/reduced,none,divorced,regularly,yes,1,private,5 - 10,65,74,68,69.0
female,group C,some college,standard,none,single,regularly,no,2,school_bus,< 5,74,89,88,83.66666666666667
male,group E,associate's degree,standard,none,married,sometimes,no,1,school_bus,> 10,81,79,78,79.33333333333333
female,group C,associate's degree,standard,none,single,sometimes,yes,0,school_bus,> 10,82,79,82,81.0
female,group B,associate's degree,standard,none,single,never,yes,2,school_bus,5 - 10,47,50,50,49.0
male,group C,high school,free/reduced,none,divorced,regularly,yes,2,school_bus,5 - 10,38,37,29,34.666666666666664
male,group C,some high school,standard,none,married,sometimes,yes,1,school_bus,5 - 10,73,70,62,68.33333333333333
male,group C,some high school,standard,none,divorced,regularly,yes,2,school_bus,5 - 10,76,61,54,63.666666666666664
female,group E,associate's degree,standard,none,married,regularly,yes,2,private,< 5,81,87,91,86.33333333333333
female,group E,some college,standard,completed,divorced,regularly,yes,1,school_bus,> 10,84,90,89,87.66666666666667
female,group D,some college,free/reduced,none,single,regularly,yes,1,school_bus,5 - 10,50,54,56,53.333333333333336
male,group C,some high school,free/reduced,none,married,regularly,yes,4,school_bus,5 - 10,48,52,46,48.666666666666664
female,group C,some college,free/reduced,completed,married,sometimes,no,3,school_bus,> 10,70,86,86,80.66666666666667
male,group D,high school,free/reduced,none,married,sometimes,yes,0,school_bus,5 - 10,27,31,23,27.0
female,group B,associate's degree,standard,none,single,regularly,yes,5,private,< 5,76,75,82,77.66666666666667
male,group C,high school,free/reduced,completed,married,regularly,yes,2,private,5 - 10,57,53,53,54.333333333333336
female,group A,bachelor's degree,free/reduced,none,divorced,regularly,yes,2,school_bus,< 5,56,77,76,69.66666666666667
female,group E,some college,free/reduced,none,married,sometimes,yes,3,school_bus,> 10,76,76,75,75.66666666666667
male,group E,some college,free/reduced,completed,single,regularly,yes,1,school_bus,< 5,41,37,35,37.666666666666664
male,group A,bachelor's degree,standard,none,married,regularly,yes,2,private,5 - 10,65,71,67,67.66666666666667
male,group C,master's degree,standard,completed,divorced,never,yes,5,school_bus,5 - 10,92,83,87,87.33333333333333
female,group C,high school,free/reduced,completed,single,sometimes,no,1,private,5 - 10,60,73,68,67.0
male,group D,some college,standard,completed,divorced,regularly,yes,3,private,> 10,46,54,55,51.666666666666664
male,group B,high school,standard,none,married,sometimes,yes,0,school_bus,5 - 10,80,75,72,75.66666666666667
female,group D,some college,free/reduced,none,married,regularly,yes,3,school_bus,5 - 10,48,50,59,52.333333333333336
female,group C,some college,standard,none,married,never,yes,2,school_bus,> 10,71,76,68,71.66666666666667
female,group D,associate's degree,standard,none,divorced,sometimes,yes,1,school_bus,> 10,77,84,89,83.33333333333333
female,group C,high school,standard,none,single,sometimes,no,1,school_bus,> 10,67,70,72,69.66666666666667
female,group D,some college,standard,none,divorced,regularly,yes,1,school_bus,5 - 10,77,93,88,86.0
male,group C,associate's degree,standard,none,divorced,regularly,yes,7,private,5 - 10,58,50,50,52.666666666666664
male,group B,some high school,standard,none,single,sometimes,yes,1,private,> 10,65,69,61,65.0
female,group D,some college,standard,none,married,sometimes,yes,0,school_bus,5 - 10,78,94,96,89.33333333333333
male,group A,some college,standard,completed,married,sometimes,no,1,private,> 10,57,60,61,59.333333333333336
male,group B,associate's degree,free/reduced,none,divorced,sometimes,yes,0,private,< 5,74,75,68,72.33333333333333
male,group D,high school,standard,none,single,sometimes,no,2,private,< 5,60,51,52,54.333333333333336
female,group E,some college,free/reduced,none,married,sometimes,no,2,school_bus,5 - 10,53,57,64,58.0
female,group D,some high school,free/reduced,completed,single,regularly,no,1,private,5 - 10,33,50,54,45.666666666666664
female,group C,bachelor's degree,standard,completed,married,regularly,yes,0,private,5 - 10,79,89,97,88.33333333333333
male,group C,some high school,standard,none,divorced,regularly,yes,0,school_bus,> 10,64,55,56,58.333333333333336
female,group C,some high school,free/reduced,none,divorced,regularly,yes,3,private,< 5,58,69,65,64.0
male,group C,master's degree,free/reduced,none,married,sometimes,yes,3,school_bus,> 10,58,65,62,61.666666666666664
male,group B,some college,standard,none,married,regularly,yes,2,private,< 5,82,74,76,77.33333333333333
female,group C,some high school,standard,completed,married,never,no,3,private,5 - 10,66,72,76,71.33333333333333
female,group A,some college,standard,completed,single,sometimes,no,1,private,5 - 10,64,73,78,71.66666666666667
male,group E,associate's degree,free/reduced,none,married,sometimes,no,4,private,5 - 10,82,78,71,77.0
male,group D,some high school,standard,none,single,sometimes,yes,1,school_bus,> 10,61,56,57,58.0
female,group C,bachelor's degree,standard,completed,married,sometimes,yes,0,school_bus,5 - 10,78,92,92,87.33333333333333
female,group C,some college,standard,none,single,sometimes,yes,0,school_bus,5 - 10,52,51,56,53.0
female,group C,bachelor's degree,standard,completed,divorced,sometimes,yes,2,school_bus,5 - 10,75,88,89,84.0
male,group E,high school,free/reduced,none,married,never,yes,1,school_bus,5 - 10,44,45,34,41.0
male,group D,some college,standard,completed,married,sometimes,no,3,private,5 - 10,83,88,84,85.0
male,group C,associate's degree,standard,completed,divorced,regularly,yes,3,school_bus,< 5,91,83,88,87.33333333333333
male,group C,associate's degree,standard,none,married,sometimes,yes,0,school_bus,5 - 10,65,54,52,57.0
female,group C,some high school,standard,none,single,regularly,yes,3,school_bus,5 - 10,58,66,70,64.66666666666667
female,group A,associate's degree,free/reduced,none,married,never,no,3,school_bus,5 - 10,56,62,59,59.0
male,group E,some college,free/reduced,none,widowed,sometimes,no,1,school_bus,< 5,64,63,51,59.333333333333336
male,group C,some high school,standard,completed,married,sometimes,yes,1,school_bus,5 - 10,84,75,80,79.66666666666667
male,group B,master's degree,free/reduced,none,single,sometimes,yes,4,school_bus,5 - 10,69,75,69,71.0
female,group E,associate's degree,standard,none,divorced,regularly,no,1,school_bus,5 - 10,64,57,64,61.666666666666664
female,group D,high school,standard,none,single,sometimes,yes,3,private,5 - 10,63,78,79,73.33333333333333
female,group E,some college,free/reduced,none,married,sometimes,yes,1,private,> 10,62,69,62,64.33333333333333
female,group D,some college,free/reduced,completed,married,never,yes,5,private,5 - 10,62,78,81,73.66666666666667
male,group B,high school,free/reduced,completed,married,regularly,yes,2,school_bus,5 - 10,69,66,56,63.666666666666664
female,group D,some college,standard,none,married,never,yes,1,private,< 5,74,83,81,79.33333333333333
male,group C,high school,standard,none,divorced,regularly,no,2,school_bus,5 - 10,56,50,56,54.0
female,group C,associate's degree,free/reduced,completed,single,regularly,yes,1,school_bus,5 - 10,57,80,73,70.0
female,group C,high school,free/reduced,none,married,sometimes,no,2,school_bus,< 5,44,62,53,53.0
male,group B,associate's degree,standard,none,married,sometimes,yes,2,school_bus,< 5,56,50,46,50.666666666666664
male,group D,some high school,standard,none,married,regularly,no,3,private,< 5,52,51,54,52.333333333333336
female,group D,some high school,free/reduced,none,married,sometimes,yes,5,school_bus,< 5,45,54,54,51.0
female,group D,bachelor's degree,standard,none,single,regularly,yes,0,school_bus,> 10,50,57,58,55.0
female,group C,associate's degree,standard,none,divorced,sometimes,no,3,school_bus,< 5,67,79,82,76.0
male,group D,high school,free/reduced,completed,married,never,no,1,school_bus,5 - 10,62,72,73,69.0
male,group C,high school,standard,none,married,sometimes,no,1,private,5 - 10,64,66,62,64.0
female,group E,some high school,free/reduced,none,married,regularly,yes,2,private,5 - 10,59,55,59,57.666666666666664
male,group E,master's degree,free/reduced,none,married,sometimes,yes,2,school_bus,< 5,77,77,74,76.0
male,group C,some high school,standard,none,single,regularly,yes,3,school_bus,< 5,60,52,51,54.333333333333336
female,group B,master's degree,standard,none,married,sometimes,yes,0,private,5 - 10,87,91,91,89.66666666666667
male,group D,master's degree,standard,none,single,sometimes,yes,2,private,5 - 10,91,83,85,86.33333333333333
male,group D,bachelor's degree,standard,none,divorced,sometimes,no,3,private,5 - 10,87,82,85,84.66666666666667
male,group C,high school,standard,none,divorced,regularly,yes,3,private,< 5,77,69,69,71.66666666666667
female,group B,some college,standard,none,divorced,regularly,yes,3,school_bus,> 10,74,67,74,71.66666666666667
male,group A,high school,standard,none,married,sometimes,no,2,private,5 - 10,68,61,53,60.666666666666664
male,group E,some college,free/reduced,completed,married,sometimes,yes,3,school_bus,5 - 10,65,54,55,58.0
female,group D,high school,free/reduced,none,single,never,yes,3,school_bus,5 - 10,35,50,45,43.333333333333336
female,group C,associate's degree,free/reduced,completed,divorced,sometimes,yes,3,school_bus,5 - 10,56,65,62,61.0
male,group C,associate's degree,standard,none,married,regularly,no,3,school_bus,5 - 10,77,78,69,74.66666666666667
male,group D,associate's degree,standard,none,married,regularly,yes,1,school_bus,> 10,93,82,90,88.33333333333333
female,group D,some college,standard,completed,married,sometimes,yes,0,school_bus,> 10,72,75,85,77.33333333333333
male,group D,bachelor's degree,free/reduced,none,married,never,no,5,private,5 - 10,64,69,66,66.33333333333333
male,group C,some college,standard,none,single,sometimes,yes,0,school_bus,< 5,69,61,57,62.333333333333336
male,group C,associate's degree,standard,completed,single,regularly,yes,3,private,< 5,84,68,72,74.66666666666667
male,group C,some college,standard,none,married,sometimes,no,4,school_bus,< 5,61,64,54,59.666666666666664
male,group D,associate's degree,standard,none,married,sometimes,no,1,school_bus,< 5,97,86,85,89.33333333333333
male,group C,some college,standard,none,married,regularly,yes,5,private,5 - 10,94,80,82,85.33333333333333
female,group C,associate's degree,standard,none,married,regularly,yes,0,private,5 - 10,61,76,73,70.0
female,group C,bachelor's degree,standard,none,married,sometimes,no,2,school_bus,< 5,52,55,58,55.0
male,group D,bachelor's degree,free/reduced,none,married,never,yes,3,school_bus,5 - 10,61,68,64,64.33333333333333
female,group C,some college,standard,none,divorced,regularly,no,3,school_bus,< 5,78,68,73,73.0
female,group B,associate's degree,standard,none,married,sometimes,yes,1,private,5 - 10,57,66,68,63.666666666666664
female,group C,some college,standard,none,married,sometimes,no,1,private,5 - 10,57,74,72,67.66666666666667
male,group D,high school,free/reduced,none,divorced,regularly,no,3,school_bus,5 - 10,73,66,63,67.33333333333333
male,group D,associate's degree,free/reduced,none,married,sometimes,yes,2,school_bus,> 10,54,37,40,43.666666666666664
male,group E,some high school,free/reduced,none,married,sometimes,yes,3,school_bus,5 - 10,75,63,56,64.66666666666667
female,group D,some college,standard,completed,single,sometimes,no,4,school_bus,5 - 10,59,74,73,68.66666666666667
male,group D,associate's degree,standard,none,married,regularly,yes,1,school_bus,5 - 10,99,86,86,90.33333333333333
male,group C,some college,standard,none,married,sometimes,yes,1,school_bus,5 - 10,61,58,58,59.0
female,group B,high school,standard,completed,married,regularly,yes,1,school_bus,5 - 10,49,48,56,51.0
male,group A,master's degree,standard,none,single,sometimes,no,2,private,< 5,57,60,53,56.666666666666664
male,group A,associate's degree,standard,none,married,sometimes,no,3,school_bus,5 - 10,64,53,53,56.666666666666664
female,group A,bachelor's degree,standard,completed,married,regularly,no,3,private,> 10,75,89,88,84.0
male,group C,some college,free/reduced,completed,married,regularly,yes,1,private,5 - 10,52,60,61,57.666666666666664
female,group B,some high school,standard,none,married,sometimes,yes,4,private,5 - 10,60,62,63,61.666666666666664
male,group E,some high school,standard,none,married,sometimes,yes,0,private,< 5,88,79,75,80.66666666666667
female,group C,high school,standard,none,married,never,no,2,private,> 10,49,52,53,51.333333333333336
female,group E,high school,free/reduced,completed,married,sometimes,no,2,school_bus,< 5,61,78,77,72.0
female,group C,bachelor's degree,standard,none,divorced,regularly,yes,2,school_bus,5 - 10,95,100,100,98.33333333333333
female,group C,some college,standard,completed,married,sometimes,yes,4,private,5 - 10,64,69,77,70.0
female,group D,some college,free/reduced,none,married,sometimes,no,4,private,5 - 10,37,45,44,42.0
male,group C,some high school,standard,none,married,sometimes,yes,2,school_bus,< 5,54,52,43,49.666666666666664
male,group D,associate's degree,standard,none,married,regularly,yes,1,private,> 10,71,69,69,69.66666666666667
female,group C,high school,standard,completed,divorced,sometimes,yes,3,private,5 - 10,86,98,96,93.33333333333333
male,group D,high school,standard,none,married,regularly,yes,0,school_bus,> 10,91,81,84,85.33333333333333
female,group D,associate's degree,free/reduced,completed,married,sometimes,no,2,private,> 10,56,82,81,73.0
male,group D,associate's degree,free/reduced,none,married,regularly,yes,2,school_bus,5 - 10,79,73,68,73.33333333333333
male,group B,associate's degree,standard,none,divorced,sometimes,yes,3,school_bus,< 5,74,65,66,68.33333333333333
female,group D,some college,standard,none,married,regularly,yes,2,private,5 - 10,74,78,84,78.66666666666667
male,group B,associate's degree,standard,none,single,regularly,no,1,private,5 - 10,83,82,78,81.0
male,group C,bachelor's degree,standard,none,single,never,yes,3,school_bus,< 5,81,72,75,76.0
male,group C,some college,standard,none,single,sometimes,yes,1,private,5 - 10,82,76,74,77.33333333333333
female,group B,master's degree,free/reduced,none,married,regularly,yes,2,private,< 5,52,62,58,57.333333333333336
male,group B,associate's degree,standard,none,married,regularly,yes,3,private,< 5,95,82,73,83.33333333333333
male,group D,some college,standard,completed,married,sometimes,yes,2,school_bus,< 5,93,94,91,92.66666666666667
male,group D,high school,standard,completed,married,regularly,no,2,school_bus,5 - 10,67,57,66,63.333333333333336
male,group C,high school,free/reduced,none,single,sometimes,yes,1,private,> 10,32,38,35,35.0
male,group E,associate's degree,free/reduced,completed,married,sometimes,yes,1,private,5 - 10,70,71,67,69.33333333333333
male,group C,some high school,free/reduced,none,divorced,never,yes,4,school_bus,5 - 10,42,33,36,37.0
female,group E,associate's degree,standard,completed,single,regularly,no,2,school_bus,5 - 10,62,66,76,68.0
female,group D,high school,standard,completed,divorced,sometimes,yes,2,school_bus,< 5,88,84,91,87.66666666666667
female,group D,master's degree,standard,none,divorced,sometimes,no,2,school_bus,> 10,100,100,100,100.0
male,group C,high school,free/reduced,none,divorced,never,no,4,private,5 - 10,55,62,58,58.333333333333336
female,group C,some high school,standard,completed,single,regularly,yes,5,private,< 5,67,81,83,77.0
male,group C,high school,free/reduced,none,married,sometimes,no,1,private,< 5,50,57,49,52.0
male,group E,some college,standard,none,married,sometimes,yes,0,school_bus,5 - 10,86,83,79,82.66666666666667
male,group D,high school,standard,completed,single,regularly,no,1,school_bus,5 - 10,75,70,75,73.33333333333333
female,group C,associate's degree,standard,completed,married,regularly,yes,2,school_bus,< 5,76,82,80,79.33333333333333
male,group B,some college,standard,completed,married,regularly,yes,1,private,5 - 10,100,100,93,97.66666666666667
female,group D,high school,standard,none,widowed,regularly,no,2,school_bus,5 - 10,55,56,61,57.333333333333336
male,group D,high school,free/reduced,none,married,regularly,yes,5,private,5 - 10,71,65,56,64.0
male,group C,some college,free/reduced,none,single,regularly,yes,1,school_bus,5 - 10,83,81,71,78.33333333333333
female,group C,master's degree,standard,completed,married,sometimes,yes,1,school_bus,5 - 10,90,100,100,96.66666666666667
female,group D,high school,free/reduced,completed,married,sometimes,no,2,private,5 - 10,56,73,79,69.33333333333333
male,group E,high school,free/reduced,none,single,sometimes,yes,1,school_bus,5 - 10,74,74,64,70.66666666666667
female,group A,some college,standard,none,single,sometimes,yes,2,school_bus,5 - 10,60,74,68,67.33333333333333
female,group C,high school,free/reduced,none,married,sometimes,no,2,private,< 5,60,76,72,69.33333333333333
female,group B,some college,free/reduced,none,single,sometimes,no,3,school_bus,< 5,59,78,70,69.0
male,group C,high school,free/reduced,none,divorced,never,no,3,private,5 - 10,53,55,49,52.333333333333336
male,group E,associate's degree,standard,completed,married,sometimes,yes,1,school_bus,< 5,87,78,84,83.0
male,group E,bachelor's degree,standard,none,married,regularly,yes,1,school_bus,< 5,84,74,67,75.0
female,group C,high school,standard,completed,married,sometimes,yes,1,private,5 - 10,82,90,91,87.66666666666667
female,group D,master's degree,free/reduced,completed,single,regularly,yes,2,private,5 - 10,52,56,67,58.333333333333336
male,group C,some high school,standard,none,divorced,sometimes,yes,6,private,> 10,52,52,47,50.333333333333336
female,group C,some high school,standard,none,married,sometimes,yes,2,school_bus,5 - 10,87,90,84,87.0
female,group C,associate's degree,standard,none,divorced,sometimes,yes,4,private,< 5,67,85,77,76.33333333333333
female,group C,high school,free/reduced,none,married,regularly,no,1,private,> 10,62,61,64,62.333333333333336
male,group A,high school,standard,none,single,sometimes,yes,2,school_bus,5 - 10,48,38,38,41.333333333333336
male,group B,associate's degree,free/reduced,completed,married,regularly,yes,3,school_bus,< 5,51,65,60,58.666666666666664
female,group E,high school,standard,completed,married,regularly,yes,0,private,< 5,81,85,82,82.66666666666667
female,group A,associate's degree,free/reduced,none,married,regularly,yes,3,private,< 5,56,68,63,62.333333333333336
female,group D,associate's degree,free/reduced,completed,married,sometimes,yes,3,school_bus,< 5,66,70,80,72.0
male,group C,some college,standard,none,married,regularly,yes,0,school_bus,< 5,60,55,54,56.333333333333336
female,group B,some high school,standard,completed,married,sometimes,yes,1,private,5 - 10,81,91,94,88.66666666666667
male,group E,some college,standard,completed,married,regularly,no,3,private,5 - 10,79,69,65,71.0
female,group D,some college,free/reduced,none,single,sometimes,no,3,private,5 - 10,44,51,54,49.666666666666664
female,group D,associate's degree,free/reduced,completed,divorced,regularly,yes,2,private,5 - 10,40,60,60,53.333333333333336
